,year,age_group,sex,value
5512,2018,0 - 4 years,Male,163.9
5513,2018,0 - 4 years,Female,156.1
5520,2018,5 - 9 years,Both sexes,359.6
5521,2018,5 - 9 years,Male,183.9
5522,2018,5 - 9 years,Female,175.8
5523,2018,10 - 14 years,Both sexes,334.8
5524,2018,10 - 14 years,Male,171.6
5525,2018,10 - 14 years,Female,163.2
5526,2018,15 - 19 years,Both sexes,318.1
5527,2018,15 - 19 years,Male,162.1
5528,2018,15 - 19 years,Female,156.0
5535,2018,20 - 24 years,Both sexes,291.2
5536,2018,20 - 24 years,Male,148.3
5537,2018,20 - 24 years,Female,142.9
5538,2018,25 - 29 years,Both sexes,293.4
5539,2018,25 - 29 years,Male,146.6
5540,2018,25 - 29 years,Female,146.8
5544,2018,30 - 34 years,Both sexes,337.7
5545,2018,30 - 34 years,Male,162.2
5546,2018,30 - 34 years,Female,175.5
5547,2018,35 - 39 years,Both sexes,400.6
5548,2018,35 - 39 years,Male,193.9
5549,2018,35 - 39 years,Female,206.7
5550,2018,40 - 44 years,Both sexes,371.0
5551,2018,40 - 44 years,Male,183.2
5552,2018,40 - 44 years,Female,187.9
5553,2018,45 - 49 years,Both sexes,343.5
5554,2018,45 - 49 years,Male,171.5
5555,2018,45 - 49 years,Female,172.0
5559,2018,50 - 54 years,Both sexes,308.6
5560,2018,50 - 54 years,Male,153.0
5561,2018,50 - 54 years,Female,155.7
5562,2018,55 - 59 years,Both sexes,281.6
5563,2018,55 - 59 years,Male,139.2
5564,2018,55 - 59 years,Female,142.3
5565,2018,60 - 64 years,Both sexes,248.3
5566,2018,60 - 64 years,Male,123.2
5567,2018,60 - 64 years,Female,125.2
5568,2018,65 - 69 years,Both sexes,217.8
5569,2018,65 - 69 years,Male,107.8
5570,2018,65 - 69 years,Female,110.0
5574,2018,70 - 74 years,Both sexes,178.8
5575,2018,70 - 74 years,Male,87.8
5576,2018,70 - 74 years,Female,90.9
5577,2018,75 - 79 years,Both sexes,122.6
5578,2018,75 - 79 years,Male,57.9
5579,2018,75 - 79 years,Female,64.6
5580,2018,80 - 84 years,Both sexes,85.5
5581,2018,80 - 84 years,Male,37.7
5582,2018,80 - 84 years,Female,47.8
5583,2018,85 years and over,Both sexes,71.8
5584,2018,85 years and over,Male,25.8
5585,2018,85 years and over,Female,46.0
5592,2019,0 - 4 years,Both sexes,315.0
5593,2019,0 - 4 years,Male,161.3
5594,2019,0 - 4 years,Female,153.7
5601,2019,5 - 9 years,Both sexes,355.9
5602,2019,5 - 9 years,Male,182.6
5603,2019,5 - 9 years,Female,173.3
5604,2019,10 - 14 years,Both sexes,344.7
5605,2019,10 - 14 years,Male,176.9
5606,2019,10 - 14 years,Female,167.7
5607,2019,15 - 19 years,Both sexes,322.1
5608,2019,15 - 19 years,Male,163.3
5609,2019,15 - 19 years,Female,158.7
5616,2019,20 - 24 years,Both sexes,301.7
5617,2019,20 - 24 years,Male,153.6
5618,2019,20 - 24 years,Female,148.1
5619,2019,25 - 29 years,Both sexes,291.5
5620,2019,25 - 29 years,Male,146.5
5621,2019,25 - 29 years,Female,145.0
5625,2019,30 - 34 years,Both sexes,333.7
5626,2019,30 - 34 years,Male,161.5
5627,2019,30 - 34 years,Female,172.2
5628,2019,35 - 39 years,Both sexes,399.6
5629,2019,35 - 39 years,Male,192.9
5630,2019,35 - 39 years,Female,206.6
5631,2019,40 - 44 years,Both sexes,381.2
5632,2019,40 - 44 years,Male,187.2
5633,2019,40 - 44 years,Female,194.1
5634,2019,45 - 49 years,Both sexes,354.4
5635,2019,45 - 49 years,Male,176.6
5636,2019,45 - 49 years,Female,177.8
5640,2019,50 - 54 years,Both sexes,313.4
5641,2019,50 - 54 years,Male,156.0
5642,2019,50 - 54 years,Female,157.4
5643,2019,55 - 59 years,Both sexes,288.1
5644,2019,55 - 59 years,Male,142.1
5645,2019,55 - 59 years,Female,146.0
5646,2019,60 - 64 years,Both sexes,255.9
5647,2019,60 - 64 years,Male,126.8
5648,2019,60 - 64 years,Female,129.1
5649,2019,65 - 69 years,Both sexes,221.6
5650,2019,65 - 69 years,Male,109.5
5651,2019,65 - 69 years,Female,112.1
5655,2019,70 - 74 years,Both sexes,187.1
5656,2019,70 - 74 years,Male,91.3
5657,2019,70 - 74 years,Female,95.8
5658,2019,75 - 79 years,Both sexes,130.3
5659,2019,75 - 79 years,Male,61.9
5660,2019,75 - 79 years,Female,68.4
5661,2019,80 - 84 years,Both sexes,88.2
5662,2019,80 - 84 years,Male,39.1
5663,2019,80 - 84 years,Female,49.1
5664,2019,85 years and over,Both sexes,74.1
5665,2019,85 years and over,Male,27.2
5666,2019,85 years and over,Female,46.9
5673,2020,0 - 4 years,Both sexes,308.7
5674,2020,0 - 4 years,Male,158.8
5675,2020,0 - 4 years,Female,150.0
5682,2020,5 - 9 years,Both sexes,350.2
5683,2020,5 - 9 years,Male,179.6
5684,2020,5 - 9 years,Female,170.6
5685,2020,10 - 14 years,Both sexes,354.7
5686,2020,10 - 14 years,Male,181.6
5687,2020,10 - 14 years,Female,173.2
5688,2020,15 - 19 years,Both sexes,327.4
5689,2020,15 - 19 years,Male,166.4
5690,2020,15 - 19 years,Female,161.0
5697,2020,20 - 24 years,Both sexes,310.5
5698,2020,20 - 24 years,Male,158.4
5699,2020,20 - 24 years,Female,152.1
5700,2020,25 - 29 years,Both sexes,296.4
5701,2020,25 - 29 years,Male,148.1
5702,2020,25 - 29 years,Female,148.3
5706,2020,30 - 34 years,Both sexes,331.6
5707,2020,30 - 34 years,Male,161.2
5708,2020,30 - 34 years,Female,170.3
5709,2020,35 - 39 years,Both sexes,389.8
5710,2020,35 - 39 years,Male,188.1
5711,2020,35 - 39 years,Female,201.7
5712,2020,40 - 44 years,Both sexes,394.3
5713,2020,40 - 44 years,Male,193.5
5714,2020,40 - 44 years,Female,200.8
5715,2020,45 - 49 years,Both sexes,362.6
5716,2020,45 - 49 years,Male,180.1
5717,2020,45 - 49 years,Female,182.6
5721,2020,50 - 54 years,Both sexes,319.9
5722,2020,50 - 54 years,Male,159.4
5723,2020,50 - 54 years,Female,160.5
5724,2020,55 - 59 years,Both sexes,296.0
5725,2020,55 - 59 years,Male,145.8
5726,2020,55 - 59 years,Female,150.2
5727,2020,60 - 64 years,Both sexes,261.6
5728,2020,60 - 64 years,Male,128.9
5729,2020,60 - 64 years,Female,132.7
5730,2020,65 - 69 years,Both sexes,228.7
5731,2020,65 - 69 years,Male,113.0
5732,2020,65 - 69 years,Female,115.8
5736,2020,70 - 74 years,Both sexes,192.5
5737,2020,70 - 74 years,Male,94.3
5738,2020,70 - 74 years,Female,98.2
5739,2020,75 - 79 years,Both sexes,138.5
5740,2020,75 - 79 years,Male,65.9
5741,2020,75 - 79 years,Female,72.6
5742,2020,80 - 84 years,Both sexes,90.8
5743,2020,80 - 84 years,Male,40.7
5744,2020,80 - 84 years,Female,50.1
5745,2020,85 years and over,Both sexes,75.6
5746,2020,85 years and over,Male,28.0
5747,2020,85 years and over,Female,47.6
5754,2021,0 - 4 years,Both sexes,300.9
5755,2021,0 - 4 years,Male,154.1
5756,2021,0 - 4 years,Female,146.8
5763,2021,5 - 9 years,Both sexes,342.7
5764,2021,5 - 9 years,Male,176.0
5765,2021,5 - 9 years,Female,166.7
5766,2021,10 - 14 years,Both sexes,364.0
5767,2021,10 - 14 years,Male,185.6
5768,2021,10 - 14 years,Female,178.5
5769,2021,15 - 19 years,Both sexes,329.0
5770,2021,15 - 19 years,Male,167.6
5771,2021,15 - 19 years,Female,161.4
5778,2021,20 - 24 years,Both sexes,311.4
5779,2021,20 - 24 years,Male,158.3
5780,2021,20 - 24 years,Female,153.1
5781,2021,25 - 29 years,Both sexes,294.8
5782,2021,25 - 29 years,Male,147.5
5783,2021,25 - 29 years,Female,147.3
5787,2021,30 - 34 years,Both sexes,330.5
5788,2021,30 - 34 years,Male,161.0
5789,2021,30 - 34 years,Female,169.4
5790,2021,35 - 39 years,Both sexes,383.0
5791,2021,35 - 39 years,Male,184.3
5792,2021,35 - 39 years,Female,198.7
5793,2021,40 - 44 years,Both sexes,403.6
5794,2021,40 - 44 years,Male,197.5
5795,2021,40 - 44 years,Female,206.1
5796,2021,45 - 49 years,Both sexes,368.2
5797,2021,45 - 49 years,Male,183.1
5798,2021,45 - 49 years,Female,185.1
5802,2021,50 - 54 years,Both sexes,329.5
5803,2021,50 - 54 years,Male,164.8
5804,2021,50 - 54 years,Female,164.7
5805,2021,55 - 59 years,Both sexes,301.2
5806,2021,55 - 59 years,Male,149.0
5807,2021,55 - 59 years,Female,152.2
5808,2021,60 - 64 years,Both sexes,268.5
5809,2021,60 - 64 years,Male,132.7
5810,2021,60 - 64 years,Female,135.8
5811,2021,65 - 69 years,Both sexes,234.1
5812,2021,65 - 69 years,Male,115.5
5813,2021,65 - 69 years,Female,118.6
5817,2021,70 - 74 years,Both sexes,196.2
5818,2021,70 - 74 years,Male,96.5
5819,2021,70 - 74 years,Female,99.8
5820,2021,75 - 79 years,Both sexes,147.2
5821,2021,75 - 79 years,Male,70.4
5822,2021,75 - 79 years,Female,76.8
5823,2021,80 - 84 years,Both sexes,92.4
5824,2021,80 - 84 years,Male,41.6
5825,2021,80 - 84 years,Female,50.8
5826,2021,85 years and over,Both sexes,77.5
5827,2021,85 years and over,Male,28.6
5828,2021,85 years and over,Female,49.0
5835,2022,0 - 4 years,Both sexes,295.8
5836,2022,0 - 4 years,Male,151.6
5837,2022,0 - 4 years,Female,144.2
5844,2022,5 - 9 years,Both sexes,343.6
5845,2022,5 - 9 years,Male,175.9
5846,2022,5 - 9 years,Female,167.7
5847,2022,10 - 14 years,Both sexes,374.9
5848,2022,10 - 14 years,Male,191.5
5849,2022,10 - 14 years,Female,183.4
5850,2022,15 - 19 years,Both sexes,337.8
5851,2022,15 - 19 years,Male,172.6
5852,2022,15 - 19 years,Female,165.1
5859,2022,20 - 24 years,Both sexes,311.9
5860,2022,20 - 24 years,Male,158.0
5861,2022,20 - 24 years,Female,153.9
5862,2022,25 - 29 years,Both sexes,299.1
5863,2022,25 - 29 years,Male,149.1
5864,2022,25 - 29 years,Female,150.0
5868,2022,30 - 34 years,Both sexes,334.5
5869,2022,30 - 34 years,Male,161.4
5870,2022,30 - 34 years,Female,173.1
5871,2022,35 - 39 years,Both sexes,385.8
5872,2022,35 - 39 years,Male,184.3
5873,2022,35 - 39 years,Female,201.5
5874,2022,40 - 44 years,Both sexes,414.7
5875,2022,40 - 44 years,Male,202.1
5876,2022,40 - 44 years,Female,212.7
5877,2022,45 - 49 years,Both sexes,376.0
5878,2022,45 - 49 years,Male,186.5
5879,2022,45 - 49 years,Female,189.5
5883,2022,50 - 54 years,Both sexes,342.9
5884,2022,50 - 54 years,Male,171.4
5885,2022,50 - 54 years,Female,171.4
5886,2022,55 - 59 years,Both sexes,309.7
5887,2022,55 - 59 years,Male,153.2
5888,2022,55 - 59 years,Female,156.5
5889,2022,60 - 64 years,Both sexes,275.8
5890,2022,60 - 64 years,Male,136.0
5891,2022,60 - 64 years,Female,139.8
5892,2022,65 - 69 years,Both sexes,240.5
5893,2022,65 - 69 years,Male,118.6
5894,2022,65 - 69 years,Female,121.9
5898,2022,70 - 74 years,Both sexes,204.7
5899,2022,70 - 74 years,Male,100.2
5900,2022,70 - 74 years,Female,104.5
5901,2022,75 - 79 years,Both sexes,155.0
5902,2022,75 - 79 years,Male,74.1
5903,2022,75 - 79 years,Female,80.9
5904,2022,80 - 84 years,Both sexes,96.8
5905,2022,80 - 84 years,Male,43.7
5906,2022,80 - 84 years,Female,53.0
5907,2022,85 years and over,Both sexes,84.4
5908,2022,85 years and over,Male,31.6
5909,2022,85 years and over,Female,52.8
5916,2023,0 - 4 years,Both sexes,293.8
5917,2023,0 - 4 years,Male,149.2
5918,2023,0 - 4 years,Female,144.6
5925,2023,5 - 9 years,Both sexes,338.6
5926,2023,5 - 9 years,Male,173.4
5927,2023,5 - 9 years,Female,165.2
5928,2023,10 - 14 years,Both sexes,379.2
5929,2023,10 - 14 years,Male,193.9
5930,2023,10 - 14 years,Female,185.3
5931,2023,15 - 19 years,Both sexes,349.5
5932,2023,15 - 19 years,Male,178.7
5933,2023,15 - 19 years,Female,170.7
5940,2023,20 - 24 years,Both sexes,317.8
5941,2023,20 - 24 years,Male,161.3
5942,2023,20 - 24 years,Female,156.5
5943,2023,25 - 29 years,Both sexes,308.5
5944,2023,25 - 29 years,Male,154.7
5945,2023,25 - 29 years,Female,153.8
5949,2023,30 - 34 years,Both sexes,337.0
5950,2023,30 - 34 years,Male,163.4
5951,2023,30 - 34 years,Female,173.6
5952,2023,35 - 39 years,Both sexes,384.5
5953,2023,35 - 39 years,Male,183.3
5954,2023,35 - 39 years,Female,201.2
5955,2023,40 - 44 years,Both sexes,427.7
5956,2023,40 - 44 years,Male,206.7
5957,2023,40 - 44 years,Female,221.0
5958,2023,45 - 49 years,Both sexes,382.7
5959,2023,45 - 49 years,Male,188.7
5960,2023,45 - 49 years,Female,194.0
5964,2023,50 - 54 years,Both sexes,354.5
5965,2023,50 - 54 years,Male,176.4
5966,2023,50 - 54 years,Female,178.0
5967,2023,55 - 59 years,Both sexes,316.3
5968,2023,55 - 59 years,Male,156.1
5969,2023,55 - 59 years,Female,160.2
5970,2023,60 - 64 years,Both sexes,285.2
5971,2023,60 - 64 years,Male,140.3
5972,2023,60 - 64 years,Female,145.0
5973,2023,65 - 69 years,Both sexes,244.8
5974,2023,65 - 69 years,Male,120.2
5975,2023,65 - 69 years,Female,124.6
5979,2023,70 - 74 years,Both sexes,210.5
5980,2023,70 - 74 years,Male,102.6
5981,2023,70 - 74 years,Female,107.9
5982,2023,75 - 79 years,Both sexes,162.1
5983,2023,75 - 79 years,Male,77.8
5984,2023,75 - 79 years,Female,84.3
5985,2023,80 - 84 years,Both sexes,101.8
5986,2023,80 - 84 years,Male,46.1
5987,2023,80 - 84 years,Female,55.6
5988,2023,85 years and over,Both sexes,87.1
5989,2023,85 years and over,Male,33.1
5990,2023,85 years and over,Female,53.9
