,year,sex,age_group,Border,Dublin,Mid-East,Mid-West,Midland,South-East,South-West,State,West
253,2015,Female,35 - 39 years,14.7,58.3,29.5,18.0,11.5,16.4,27.6,192.9,16.9
254,2015,Female,40 - 44 years,14.0,49.3,28.4,17.8,10.9,15.7,25.5,178.0,16.4
255,2015,Female,45 - 49 years,13.4,42.0,24.5,16.1,9.8,14.5,23.4,158.6,15.0
256,2015,Female,5 - 9 years,14.8,43.3,28.4,17.1,11.6,15.4,24.3,170.8,15.9
257,2015,Female,50 - 54 years,12.7,39.7,21.8,15.4,9.0,13.9,22.3,149.1,14.4
258,2015,Female,55 - 59 years,11.5,35.0,18.0,13.8,7.9,12.0,19.7,131.3,13.4
259,2015,Female,60 - 64 years,10.4,30.4,15.6,12.5,6.8,10.5,17.6,115.9,12.0
260,2015,Female,65 - 69 years,9.2,26.7,13.4,11.5,6.1,9.6,15.5,102.3,10.3
261,2015,Female,70 - 74 years,6.8,20.7,9.7,8.5,4.5,7.4,11.9,77.2,7.7
262,2015,Female,75 - 79 years,5.4,16.9,6.7,6.5,3.5,5.6,9.2,59.7,5.9
263,2015,Female,80 - 84 years,4.1,12.9,4.7,4.8,2.5,4.0,7.0,44.7,4.7
264,2015,Female,85 years and over,4.3,11.9,4.8,4.6,2.4,3.8,6.7,43.5,5.0
265,2015,Female,All ages,196.5,672.8,343.2,238.3,145.8,209.0,343.3,2370.1,221.3
266,2015,Male,0 - 4 years,14.6,46.8,27.9,16.4,11.5,15.3,23.8,172.4,16.0
267,2015,Male,10 - 14 years,14.5,39.1,26.6,16.3,11.0,15.3,22.7,160.9,15.4
268,2015,Male,15 - 19 years,13.9,38.5,22.9,16.2,9.9,14.1,21.9,152.0,14.6
269,2015,Male,20 - 24 years,10.3,45.5,17.7,14.3,7.9,11.2,20.0,139.9,13.0
270,2015,Male,25 - 29 years,10.0,53.1,17.8,12.6,8.1,11.0,19.1,143.7,11.9
271,2015,Male,30 - 34 years,12.8,60.4,24.0,16.0,10.5,13.8,24.3,177.0,15.1
272,2015,Male,35 - 39 years,14.1,57.4,27.8,17.5,11.2,15.6,26.7,186.9,16.6
273,2015,Male,40 - 44 years,13.8,48.5,27.7,17.3,10.8,15.3,25.5,175.0,16.1
274,2015,Male,45 - 49 years,13.5,40.4,24.5,16.5,10.3,14.7,23.4,158.4,15.1
275,2015,Male,5 - 9 years,15.7,45.5,29.5,18.0,12.1,16.3,25.0,178.5,16.4
276,2015,Male,50 - 54 years,12.6,37.3,21.6,15.4,9.3,13.7,22.2,146.1,14.2
277,2015,Male,55 - 59 years,11.5,32.2,17.9,14.1,8.3,12.2,19.7,129.3,13.3
278,2015,Male,60 - 64 years,10.7,28.1,15.3,12.9,7.3,10.9,17.6,115.0,12.3
279,2015,Male,65 - 69 years,9.7,24.3,13.4,11.4,6.2,9.6,15.8,101.2,11.0
280,2015,Male,70 - 74 years,7.2,17.7,9.6,8.3,4.4,7.3,11.3,73.6,7.8
281,2015,Male,75 - 79 years,5.0,13.4,6.1,5.9,3.2,5.1,8.1,52.4,5.7
282,2015,Male,80 - 84 years,3.4,8.7,3.6,3.8,2.1,3.3,5.3,34.1,3.8
283,2015,Male,85 years and over,2.2,5.6,2.3,2.2,1.3,2.0,3.2,21.4,2.6
284,2015,Male,All ages,195.4,642.5,336.2,235.1,145.4,206.6,335.6,2317.7,220.9
285,2016,Both sexes,0 - 4 years,27.6,91.4,52.8,31.9,21.8,29.0,46.5,331.4,30.5
286,2016,Both sexes,10 - 14 years,28.3,77.9,52.4,32.3,21.9,30.2,45.1,318.9,30.7
287,2016,Both sexes,15 - 19 years,26.9,76.5,46.3,31.7,19.7,28.1,43.6,301.2,28.6
288,2016,Both sexes,20 - 24 years,19.8,89.2,36.7,26.5,15.6,22.1,38.9,273.5,24.7
289,2016,Both sexes,25 - 29 years,20.1,111.8,37.1,25.4,16.4,22.6,39.1,296.7,24.1
290,2016,Both sexes,30 - 34 years,25.6,123.5,49.9,31.9,21.3,27.9,49.6,360.3,30.7
291,2016,Both sexes,35 - 39 years,29.1,120.2,58.1,35.8,23.3,32.5,54.7,388.1,34.4
292,2016,Both sexes,40 - 44 years,28.1,99.6,56.9,34.9,21.6,31.4,51.3,356.5,32.9
293,2016,Both sexes,45 - 49 years,27.2,85.7,50.6,32.9,20.4,29.7,47.6,324.9,30.9
294,2016,Both sexes,5 - 9 years,30.8,90.6,59.1,34.9,24.2,32.4,50.5,355.3,32.7
295,2016,Both sexes,50 - 54 years,25.5,77.3,44.6,30.9,18.6,28.0,44.8,298.4,28.8
296,2016,Both sexes,55 - 59 years,23.6,69.6,37.2,28.5,16.7,25.0,40.3,268.2,27.2
297,2016,Both sexes,60 - 64 years,21.5,59.8,31.9,25.8,14.6,22.2,35.8,236.5,24.8
298,2016,Both sexes,65 - 69 years,19.4,51.9,27.5,23.2,12.5,19.7,32.0,208.0,21.7
299,2016,Both sexes,70 - 74 years,14.9,40.3,20.6,17.8,9.5,15.6,24.7,159.9,16.6
300,2016,Both sexes,75 - 79 years,10.6,30.7,13.3,12.5,6.6,11.0,17.6,114.2,11.8
301,2016,Both sexes,80 - 84 years,7.6,21.8,8.7,8.7,4.8,7.5,12.6,80.5,8.7
302,2016,Both sexes,85 years and over,6.8,18.2,7.3,7.1,3.9,6.1,10.2,67.3,7.8
303,2016,Both sexes,All ages,393.3,1335.9,690.9,472.5,293.4,421.2,685.0,4739.6,447.5
304,2016,Female,0 - 4 years,13.4,44.6,25.9,15.6,10.7,14.0,22.8,161.7,14.8
305,2016,Female,10 - 14 years,13.7,38.1,25.5,15.9,10.7,14.8,22.1,155.7,15.0
306,2016,Female,15 - 19 years,13.0,37.4,22.4,15.5,9.7,13.6,21.4,146.9,14.0
307,2016,Female,20 - 24 years,9.7,44.6,18.0,12.9,7.6,11.0,19.3,135.1,12.0
308,2016,Female,25 - 29 years,10.3,57.5,19.3,12.6,8.4,11.6,19.8,151.5,12.1
309,2016,Female,30 - 34 years,13.4,63.7,26.5,16.5,11.1,14.7,25.9,187.8,16.0
310,2016,Female,35 - 39 years,14.9,60.7,30.0,18.1,11.8,16.7,27.9,197.5,17.5
311,2016,Female,40 - 44 years,14.1,50.1,28.8,17.5,10.8,15.8,25.5,179.3,16.6
312,2016,Female,45 - 49 years,13.5,43.5,25.2,16.3,10.0,14.8,23.6,162.4,15.4
313,2016,Female,5 - 9 years,15.0,44.4,29.0,17.0,11.8,15.8,24.8,173.9,16.1
314,2016,Female,50 - 54 years,12.8,40.0,22.3,15.5,9.2,14.2,22.4,150.8,14.4
315,2016,Female,55 - 59 years,11.9,36.1,18.7,14.1,8.2,12.5,20.1,135.1,13.7
316,2016,Female,60 - 64 years,10.6,31.2,16.0,12.7,7.1,11.0,17.9,118.7,12.2
317,2016,Female,65 - 69 years,9.5,27.1,13.8,11.6,6.2,9.7,16.0,104.5,10.6
318,2016,Female,70 - 74 years,7.2,21.5,10.3,9.0,4.8,7.9,12.6,81.6,8.2
319,2016,Female,75 - 79 years,5.4,17.1,7.0,6.6,3.5,5.7,9.3,60.7,6.0
320,2016,Female,80 - 84 years,4.2,12.9,4.9,4.8,2.6,4.2,7.2,45.5,4.8
321,2016,Female,85 years and over,4.4,12.3,4.8,4.7,2.4,3.9,6.8,44.4,5.1
322,2016,Female,All ages,196.9,682.9,348.4,236.9,146.6,211.9,345.3,2393.1,224.3
323,2016,Male,0 - 4 years,14.2,46.8,26.9,16.3,11.1,15.0,23.7,169.7,15.7
324,2016,Male,10 - 14 years,14.6,39.8,26.9,16.5,11.2,15.5,23.0,163.1,15.7
325,2016,Male,15 - 19 years,13.9,39.1,23.9,16.2,10.0,14.5,22.2,154.4,14.7
326,2016,Male,20 - 24 years,10.1,44.6,18.7,13.6,8.0,11.1,19.6,138.4,12.7
327,2016,Male,25 - 29 years,9.8,54.3,17.8,12.7,8.1,11.0,19.3,145.2,12.1
328,2016,Male,30 - 34 years,12.2,59.8,23.4,15.4,10.2,13.2,23.7,172.5,14.7
329,2016,Male,35 - 39 years,14.2,59.5,28.1,17.7,11.5,15.8,26.8,190.6,17.0
330,2016,Male,40 - 44 years,13.9,49.4,28.0,17.4,10.8,15.6,25.7,177.2,16.2
331,2016,Male,45 - 49 years,13.6,42.1,25.3,16.6,10.4,14.9,24.0,162.5,15.5
332,2016,Male,5 - 9 years,15.8,46.2,30.1,17.9,12.4,16.6,25.7,181.4,16.7
333,2016,Male,50 - 54 years,12.7,37.3,22.3,15.4,9.4,13.8,22.5,147.7,14.3
334,2016,Male,55 - 59 years,11.8,33.5,18.6,14.5,8.5,12.5,20.2,133.1,13.5
335,2016,Male,60 - 64 years,10.9,28.5,15.9,13.1,7.5,11.2,18.0,117.7,12.6
336,2016,Male,65 - 69 years,9.9,24.7,13.7,11.6,6.3,10.0,16.1,103.4,11.1
337,2016,Male,70 - 74 years,7.7,18.8,10.2,8.7,4.7,7.6,12.1,78.4,8.4
338,2016,Male,75 - 79 years,5.1,13.6,6.3,5.9,3.2,5.3,8.2,53.5,5.8
339,2016,Male,80 - 84 years,3.5,8.9,3.8,3.9,2.2,3.3,5.4,34.9,3.9
340,2016,Male,85 years and over,2.4,5.9,2.5,2.4,1.4,2.2,3.4,23.0,2.7
341,2016,Male,All ages,196.4,653.0,342.5,235.6,146.8,209.3,339.7,2346.5,223.2
342,2017,Both sexes,0 - 4 years,26.2,89.8,52.9,30.3,23.1,27.5,45.2,325.0,30.0
343,2017,Both sexes,10 - 14 years,29.4,79.0,53.9,33.0,22.0,30.8,45.7,324.7,30.9
344,2017,Both sexes,15 - 19 years,27.6,78.3,48.4,32.1,20.6,28.7,44.5,309.6,29.3
345,2017,Both sexes,20 - 24 years,20.5,87.4,37.7,27.5,16.2,22.6,40.3,277.4,25.2
346,2017,Both sexes,25 - 29 years,20.0,110.2,36.6,25.4,16.6,22.4,38.8,294.0,23.9
347,2017,Both sexes,30 - 34 years,25.0,119.4,48.4,31.2,20.9,27.2,47.8,349.2,29.3
348,2017,Both sexes,35 - 39 years,29.6,123.5,59.2,36.3,24.2,32.7,55.8,396.1,34.8
349,2017,Both sexes,40 - 44 years,28.6,102.1,57.7,35.6,22.3,31.9,52.3,364.0,33.5
350,2017,Both sexes,45 - 49 years,27.8,89.1,52.6,33.6,21.0,30.2,48.8,334.6,31.5
351,2017,Both sexes,5 - 9 years,31.6,92.8,60.1,35.4,24.0,32.7,50.7,360.7,33.3
352,2017,Both sexes,50 - 54 years,26.1,78.4,45.8,31.5,18.9,28.6,45.7,304.5,29.5
353,2017,Both sexes,55 - 59 years,24.0,71.7,38.6,29.1,17.1,25.8,41.3,275.2,27.7
354,2017,Both sexes,60 - 64 years,22.2,61.3,33.2,26.5,15.0,22.9,36.8,243.5,25.5
355,2017,Both sexes,65 - 69 years,19.8,53.3,28.2,23.9,12.7,20.2,32.5,212.7,22.1
356,2017,Both sexes,70 - 74 years,15.9,42.6,22.1,19.0,10.0,16.5,26.3,170.1,17.6
357,2017,Both sexes,75 - 79 years,10.9,31.2,14.0,13.0,6.4,11.5,18.1,117.3,12.3
358,2017,Both sexes,80 - 84 years,7.9,22.5,9.2,9.2,4.8,7.9,12.9,83.2,8.9
359,2017,Both sexes,85 years and over,7.0,18.8,7.4,7.6,3.3,6.4,10.5,69.1,8.1
360,2017,Both sexes,All ages,400.3,1351.5,705.9,480.2,299.3,426.5,694.1,4810.9,453.1
361,2017,Female,0 - 4 years,12.7,44.2,25.9,14.9,11.2,13.3,22.1,158.8,14.7
362,2017,Female,10 - 14 years,14.3,38.7,26.3,16.2,10.5,15.1,22.2,158.4,15.1
363,2017,Female,15 - 19 years,13.5,38.6,23.3,15.8,10.1,14.0,21.9,151.5,14.3
364,2017,Female,20 - 24 years,10.1,43.3,18.4,13.3,7.9,11.2,20.2,136.5,12.1
365,2017,Female,25 - 29 years,10.2,56.3,18.8,12.6,8.3,11.4,19.4,148.7,11.9
366,2017,Female,30 - 34 years,13.1,61.7,25.7,16.2,10.7,14.4,24.9,182.1,15.3
367,2017,Female,35 - 39 years,15.4,62.9,30.7,18.6,12.2,16.8,28.5,203.0,17.8
368,2017,Female,40 - 44 years,14.5,51.8,29.4,17.9,11.0,16.1,26.1,183.8,17.0
369,2017,Female,45 - 49 years,13.9,45.2,26.3,16.7,10.3,15.1,24.3,167.6,15.7
370,2017,Female,5 - 9 years,15.4,45.5,29.6,17.2,11.7,15.9,25.1,176.7,16.3
371,2017,Female,50 - 54 years,13.1,40.5,22.9,15.8,9.5,14.5,22.8,153.9,14.8
372,2017,Female,55 - 59 years,12.1,37.2,19.3,14.5,8.4,12.9,20.7,138.9,13.9
373,2017,Female,60 - 64 years,11.0,32.1,16.7,13.1,7.3,11.3,18.4,122.5,12.6
374,2017,Female,65 - 69 years,9.8,27.9,14.3,11.9,6.3,10.0,16.1,107.1,10.9
375,2017,Female,70 - 74 years,7.8,22.7,11.1,9.6,5.1,8.4,13.4,86.7,8.7
376,2017,Female,75 - 79 years,5.5,17.3,7.3,6.8,3.4,5.9,9.6,62.0,6.3
377,2017,Female,80 - 84 years,4.3,13.3,5.1,5.0,2.6,4.3,7.3,46.8,4.8
378,2017,Female,85 years and over,4.4,12.7,4.8,4.9,2.0,4.1,6.8,45.0,5.2
379,2017,Female,All ages,200.9,691.9,355.9,241.0,148.6,214.7,349.8,2430.1,227.4
380,2017,Male,0 - 4 years,13.5,45.6,27.0,15.5,11.9,14.2,23.2,166.2,15.3
381,2017,Male,10 - 14 years,15.2,40.3,27.5,16.9,11.4,15.8,23.5,166.2,15.8
382,2017,Male,15 - 19 years,14.1,39.8,25.1,16.3,10.5,14.7,22.5,158.1,15.0
383,2017,Male,20 - 24 years,10.4,44.0,19.3,14.2,8.3,11.4,20.2,140.9,13.1
384,2017,Male,25 - 29 years,9.8,54.0,17.9,12.8,8.3,11.0,19.4,145.2,12.0
385,2017,Male,30 - 34 years,11.9,57.7,22.7,14.9,10.2,12.8,22.9,167.1,14.1
386,2017,Male,35 - 39 years,14.3,60.7,28.5,17.7,11.9,15.9,27.2,193.2,16.9
387,2017,Male,40 - 44 years,14.2,50.3,28.4,17.7,11.3,15.8,26.2,180.2,16.4
388,2017,Male,45 - 49 years,13.9,43.9,26.3,16.9,10.6,15.1,24.5,167.0,15.7
389,2017,Male,5 - 9 years,16.2,47.4,30.5,18.2,12.3,16.8,25.7,184.0,17.0
390,2017,Male,50 - 54 years,12.9,37.9,22.9,15.7,9.5,14.1,22.9,150.6,14.7
391,2017,Male,55 - 59 years,11.9,34.5,19.3,14.7,8.7,12.8,20.7,136.3,13.8
392,2017,Male,60 - 64 years,11.2,29.2,16.5,13.4,7.7,11.6,18.4,121.0,12.9
393,2017,Male,65 - 69 years,10.1,25.3,13.9,12.0,6.5,10.2,16.3,105.5,11.2
394,2017,Male,70 - 74 years,8.2,19.9,11.0,9.4,5.0,8.1,12.9,83.3,8.9
395,2017,Male,75 - 79 years,5.4,13.9,6.7,6.2,3.1,5.5,8.5,55.3,6.0
396,2017,Male,80 - 84 years,3.6,9.2,4.1,4.1,2.1,3.6,5.7,36.4,4.1
397,2017,Male,85 years and over,2.6,6.2,2.5,2.7,1.3,2.3,3.7,24.2,2.9
398,2017,Male,All ages,199.4,659.6,350.0,239.2,150.7,211.8,344.3,2380.8,225.7
399,2018,Both sexes,0 - 4 years,24.6,89.3,52.8,29.0,24.7,26.1,44.3,320.0,29.3
400,2018,Both sexes,10 - 14 years,30.7,82.0,55.8,33.8,22.4,31.5,46.9,334.8,31.6
401,2018,Both sexes,15 - 19 years,28.2,81.3,50.2,32.5,21.1,29.2,45.2,318.1,30.4
402,2018,Both sexes,20 - 24 years,22.1,89.8,40.3,29.1,17.3,24.0,42.2,291.2,26.3
403,2018,Both sexes,25 - 29 years,20.0,108.4,36.7,26.1,16.3,22.5,39.3,293.4,24.1
404,2018,Both sexes,30 - 34 years,24.0,116.7,46.3,30.4,20.3,26.3,45.8,337.7,28.0
405,2018,Both sexes,35 - 39 years,29.8,126.0,59.4,37.4,24.5,32.6,56.1,400.6,34.9
406,2018,Both sexes,40 - 44 years,29.1,105.3,58.2,36.5,22.9,32.0,53.4,371.0,33.7
407,2018,Both sexes,45 - 49 years,28.1,92.2,54.4,34.4,21.3,31.1,49.8,343.5,32.2
408,2018,Both sexes,5 - 9 years,31.7,93.3,59.9,35.2,23.4,32.5,50.4,359.6,33.1
409,2018,Both sexes,50 - 54 years,26.6,79.2,47.0,31.9,19.5,28.7,45.9,308.6,29.8
410,2018,Both sexes,55 - 59 years,24.5,73.3,40.0,29.6,17.5,26.6,42.3,281.6,27.8
411,2018,Both sexes,60 - 64 years,22.4,62.5,34.2,27.0,15.4,23.3,37.6,248.3,26.1
412,2018,Both sexes,65 - 69 years,20.3,54.5,28.9,24.3,13.2,20.6,33.2,217.8,22.8
413,2018,Both sexes,70 - 74 years,16.7,44.4,23.3,20.2,10.6,17.3,27.8,178.8,18.5
414,2018,Both sexes,75 - 79 years,11.5,32.3,14.8,13.7,6.7,12.0,18.7,122.6,12.8
415,2018,Both sexes,80 - 84 years,8.1,23.1,9.5,9.5,4.6,8.3,13.3,85.5,9.1
416,2018,Both sexes,85 years and over,7.4,19.5,7.6,8.2,3.1,6.9,10.8,71.8,8.3
417,2018,Both sexes,All ages,405.7,1373.1,719.3,489.0,304.7,431.5,702.9,4884.9,458.7
418,2018,Female,0 - 4 years,12.0,43.8,25.7,14.1,12.0,12.6,21.6,156.1,14.3
419,2018,Female,10 - 14 years,14.8,40.2,27.2,16.5,10.7,15.3,23.0,163.2,15.5
420,2018,Female,15 - 19 years,13.9,40.1,24.1,16.2,10.3,14.3,22.2,156.0,15.0
421,2018,Female,20 - 24 years,10.8,44.3,19.7,14.1,8.4,11.8,21.1,142.9,12.6
422,2018,Female,25 - 29 years,10.1,54.7,18.5,12.7,8.1,11.4,19.4,146.8,11.8
423,2018,Female,30 - 34 years,12.7,60.1,24.5,15.6,10.4,13.8,23.8,175.5,14.7
424,2018,Female,35 - 39 years,15.5,64.8,31.0,19.2,12.4,16.9,28.8,206.7,18.0
425,2018,Female,40 - 44 years,14.8,53.6,29.8,18.2,11.3,16.2,26.8,187.9,17.2
426,2018,Female,45 - 49 years,14.1,46.6,27.2,17.1,10.5,15.5,24.8,172.0,16.2
427,2018,Female,5 - 9 years,15.4,45.6,29.4,17.2,11.4,15.8,24.8,175.8,16.2
428,2018,Female,50 - 54 years,13.4,40.8,23.5,16.0,9.6,14.5,23.0,155.7,14.9
429,2018,Female,55 - 59 years,12.3,38.2,20.0,14.8,8.6,13.3,21.1,142.3,14.0
430,2018,Female,60 - 64 years,11.2,32.7,17.2,13.3,7.4,11.5,18.7,125.2,13.1
431,2018,Female,65 - 69 years,10.0,28.7,14.7,12.0,6.5,10.3,16.6,110.0,11.3
432,2018,Female,70 - 74 years,8.2,23.6,11.8,10.2,5.3,8.7,14.0,90.9,9.1
433,2018,Female,75 - 79 years,5.7,17.8,7.8,7.2,3.5,6.2,9.9,64.6,6.6
434,2018,Female,80 - 84 years,4.4,13.6,5.3,5.2,2.6,4.5,7.3,47.8,4.9
435,2018,Female,85 years and over,4.6,13.0,4.9,5.2,1.8,4.4,6.9,46.0,5.3
436,2018,Female,All ages,203.7,702.1,362.4,244.7,151.0,217.2,353.8,2465.4,230.5
437,2018,Male,0 - 4 years,12.6,45.4,27.1,14.9,12.7,13.5,22.7,163.9,15.0
438,2018,Male,10 - 14 years,15.9,41.8,28.5,17.4,11.7,16.3,24.0,171.6,16.1
439,2018,Male,15 - 19 years,14.3,41.3,26.1,16.4,10.8,14.8,23.0,162.1,15.4
440,2018,Male,20 - 24 years,11.3,45.5,20.6,15.0,8.9,12.2,21.0,148.3,13.7
441,2018,Male,25 - 29 years,9.9,53.7,18.1,13.4,8.2,11.1,19.8,146.6,12.3
442,2018,Male,30 - 34 years,11.3,56.6,21.8,14.8,9.9,12.5,22.0,162.2,13.3
443,2018,Male,35 - 39 years,14.2,61.2,28.4,18.2,12.0,15.7,27.3,193.9,16.9
444,2018,Male,40 - 44 years,14.3,51.7,28.4,18.3,11.5,15.7,26.7,183.2,16.4
445,2018,Male,45 - 49 years,14.1,45.6,27.2,17.3,10.8,15.6,25.0,171.5,16.0
446,2018,Male,5 - 9 years,16.3,47.7,30.4,18.1,12.0,16.7,25.6,183.9,17.0
447,2018,Male,50 - 54 years,13.2,38.4,23.5,15.8,9.9,14.1,23.0,153.0,15.0
448,2018,Male,55 - 59 years,12.2,35.2,20.0,14.8,8.9,13.2,21.2,139.2,13.8
449,2018,Male,60 - 64 years,11.2,29.8,16.9,13.7,7.9,11.8,18.8,123.2,13.0
450,2018,Male,65 - 69 years,10.3,25.8,14.2,12.3,6.7,10.3,16.6,107.8,11.5
451,2018,Male,70 - 74 years,8.5,20.8,11.5,10.0,5.3,8.6,13.8,87.8,9.4
452,2018,Male,75 - 79 years,5.8,14.5,7.1,6.6,3.2,5.8,8.8,57.9,6.2
453,2018,Male,80 - 84 years,3.7,9.5,4.2,4.3,2.1,3.7,6.0,37.7,4.2
454,2018,Male,85 years and over,2.8,6.6,2.7,3.0,1.3,2.6,3.9,25.8,3.0
455,2018,Male,All ages,202.0,671.0,356.9,244.3,153.8,214.3,349.0,2419.5,228.2
456,2019,Both sexes,0 - 4 years,24.2,87.8,51.6,28.8,24.1,25.7,44.0,315.0,28.9
457,2019,Both sexes,10 - 14 years,31.1,84.9,57.6,35.0,22.6,32.4,48.7,344.7,32.4
458,2019,Both sexes,15 - 19 years,28.0,84.2,51.5,32.0,21.3,29.5,45.0,322.1,30.6
459,2019,Both sexes,20 - 24 years,23.5,93.0,42.5,29.5,17.9,25.2,43.1,301.7,27.0
460,2019,Both sexes,25 - 29 years,20.0,105.4,36.7,26.1,16.3,23.1,39.5,291.5,24.4
461,2019,Both sexes,30 - 34 years,23.4,118.0,45.2,29.5,19.6,26.3,44.4,333.7,27.2
462,2019,Both sexes,35 - 39 years,29.7,126.5,58.9,37.0,24.5,32.8,55.4,399.6,34.8
463,2019,Both sexes,40 - 44 years,29.5,109.9,59.4,36.8,23.5,33.4,54.7,381.2,34.1
464,2019,Both sexes,45 - 49 years,28.7,96.5,56.4,35.5,21.8,31.6,50.9,354.4,33.0
465,2019,Both sexes,5 - 9 years,31.3,93.1,58.9,34.8,22.9,32.0,49.9,355.9,32.9
466,2019,Both sexes,50 - 54 years,26.9,80.9,48.1,32.2,19.8,29.2,46.1,313.4,30.3
467,2019,Both sexes,55 - 59 years,25.1,74.6,41.5,30.1,18.0,27.3,43.1,288.1,28.3
468,2019,Both sexes,60 - 64 years,22.9,65.0,35.2,27.6,15.9,24.0,38.5,255.9,26.8
469,2019,Both sexes,65 - 69 years,20.5,55.4,29.6,24.6,13.8,21.1,33.6,221.6,23.2
470,2019,Both sexes,70 - 74 years,17.5,46.2,24.6,21.0,11.4,18.0,29.0,187.1,19.4
471,2019,Both sexes,75 - 79 years,12.2,33.8,16.2,14.6,7.3,12.9,19.9,130.3,13.5
472,2019,Both sexes,80 - 84 years,8.3,23.8,10.0,9.8,4.9,8.6,13.5,88.2,9.3
473,2019,Both sexes,85 years and over,7.5,20.0,8.0,8.5,3.4,7.1,11.2,74.1,8.5
474,2019,Both sexes,All ages,409.9,1398.8,731.9,493.4,309.0,440.1,710.6,4958.5,464.8
475,2019,Female,0 - 4 years,11.7,43.1,25.2,14.1,11.6,12.4,21.4,153.7,14.1
476,2019,Female,10 - 14 years,15.1,41.5,28.1,17.0,10.7,15.7,23.8,167.7,15.8
477,2019,Female,15 - 19 years,13.8,42.2,24.8,15.9,10.3,14.6,21.9,158.7,15.3
478,2019,Female,20 - 24 years,11.6,45.9,20.5,14.3,8.8,12.5,21.4,148.1,13.2
479,2019,Female,25 - 29 years,10.0,52.7,18.5,12.7,8.0,11.4,19.6,145.0,12.0
480,2019,Female,30 - 34 years,12.4,60.6,23.5,15.0,10.0,13.4,23.0,172.2,14.3
481,2019,Female,35 - 39 years,15.6,65.4,30.5,18.9,12.5,16.7,28.6,206.6,18.3
482,2019,Female,40 - 44 years,15.2,56.4,30.5,18.4,11.6,16.7,27.7,194.1,17.6
483,2019,Female,45 - 49 years,14.5,48.6,28.3,17.7,10.8,15.8,25.4,177.8,16.7
484,2019,Female,5 - 9 years,15.1,45.3,28.8,16.9,11.1,15.5,24.5,173.3,16.1
485,2019,Female,50 - 54 years,13.4,41.4,24.0,16.1,9.7,14.7,23.0,157.4,15.1
486,2019,Female,55 - 59 years,12.6,38.8,20.9,15.1,8.8,13.8,21.5,146.0,14.3
487,2019,Female,60 - 64 years,11.5,34.1,17.8,13.6,7.6,11.9,19.2,129.1,13.5
488,2019,Female,65 - 69 years,10.1,29.1,15.0,12.1,6.8,10.5,16.8,112.1,11.6
489,2019,Female,70 - 74 years,8.6,24.7,12.5,10.7,5.8,9.1,14.7,95.8,9.6
490,2019,Female,75 - 79 years,6.1,18.5,8.5,7.5,3.8,6.7,10.4,68.4,6.9
491,2019,Female,80 - 84 years,4.4,13.9,5.5,5.3,2.7,4.7,7.5,49.1,5.0
492,2019,Female,85 years and over,4.6,13.2,5.1,5.3,2.0,4.4,7.0,46.9,5.3
493,2019,Female,All ages,206.6,715.4,368.0,246.7,152.6,220.5,357.6,2502.2,234.8
494,2019,Male,0 - 4 years,12.4,44.7,26.4,14.7,12.5,13.2,22.6,161.3,14.8
495,2019,Male,10 - 14 years,16.0,43.4,29.5,18.0,11.9,16.7,24.8,176.9,16.6
496,2019,Male,15 - 19 years,14.1,42.1,26.7,16.1,11.0,14.9,23.1,163.3,15.3
497,2019,Male,20 - 24 years,11.8,47.1,21.9,15.2,9.2,12.7,21.8,153.6,13.8
498,2019,Male,25 - 29 years,10.0,52.7,18.2,13.4,8.3,11.7,19.9,146.5,12.4
499,2019,Male,30 - 34 years,11.0,57.5,21.7,14.5,9.6,12.9,21.5,161.5,12.9
500,2019,Male,35 - 39 years,14.1,61.1,28.4,18.1,12.0,16.1,26.8,192.9,16.4
501,2019,Male,40 - 44 years,14.4,53.5,28.9,18.5,11.8,16.7,27.0,187.2,16.5
502,2019,Male,45 - 49 years,14.2,47.8,28.1,17.8,11.0,15.8,25.6,176.6,16.3
503,2019,Male,5 - 9 years,16.2,47.8,30.1,17.9,11.8,16.5,25.4,182.6,16.8
504,2019,Male,50 - 54 years,13.4,39.5,24.1,16.1,10.1,14.5,23.1,156.0,15.2
505,2019,Male,55 - 59 years,12.4,35.7,20.6,15.0,9.2,13.5,21.6,142.1,14.0
506,2019,Male,60 - 64 years,11.4,30.9,17.5,14.0,8.3,12.1,19.3,126.8,13.4
507,2019,Male,65 - 69 years,10.4,26.2,14.6,12.4,7.0,10.6,16.8,109.5,11.6
508,2019,Male,70 - 74 years,8.8,21.5,12.1,10.3,5.6,8.9,14.3,91.3,9.8
509,2019,Male,75 - 79 years,6.1,15.3,7.8,7.1,3.5,6.2,9.4,61.9,6.6
510,2019,Male,80 - 84 years,3.8,9.9,4.4,4.5,2.2,3.9,6.1,39.1,4.3
511,2019,Male,85 years and over,2.9,6.8,2.9,3.2,1.4,2.7,4.1,27.2,3.2
512,2019,Male,All ages,203.4,683.4,363.9,246.6,156.4,219.6,353.0,2456.3,230.0
513,2020,Both sexes,0 - 4 years,23.9,85.4,50.6,28.5,23.0,25.2,43.4,308.7,28.7
514,2020,Both sexes,10 - 14 years,31.3,88.5,59.7,35.2,23.3,33.2,50.2,354.7,33.3
515,2020,Both sexes,15 - 19 years,28.4,87.4,52.8,32.5,20.6,30.0,45.0,327.4,30.8
516,2020,Both sexes,20 - 24 years,24.4,98.2,43.3,30.6,17.1,26.2,43.2,310.5,27.6
